datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,MIDATL,0.000
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,OTHER,0.000
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,RFC,0.000
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,RTO,0.000
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,SOUTH,0.000
11/23/2025 4:00:00 AM,11/22/2025 11:00:00 PM,WEST,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,MIDATL,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,OTHER,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,RFC,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,RTO,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,SOUTH,0.000
11/23/2025 3:00:00 AM,11/22/2025 10:00:00 PM,WEST,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,MIDATL,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,OTHER,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,RFC,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,RTO,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,SOUTH,0.000
11/23/2025 2:00:00 AM,11/22/2025 9:00:00 PM,WEST,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,MIDATL,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,OTHER,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,RFC,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,RTO,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,SOUTH,0.000
11/23/2025 1:00:00 AM,11/22/2025 8:00:00 PM,WEST,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,MIDATL,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,OTHER,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,RFC,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,RTO,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,SOUTH,0.000
11/23/2025 12:00:00 AM,11/22/2025 7:00:00 PM,WEST,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,MIDATL,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,OTHER,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,RFC,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,RTO,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,SOUTH,0.000
11/22/2025 11:00:00 PM,11/22/2025 6:00:00 PM,WEST,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,MIDATL,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,OTHER,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,RFC,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,RTO,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,SOUTH,0.000
11/22/2025 10:00:00 PM,11/22/2025 5:00:00 PM,WEST,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,MIDATL,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,OTHER,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,RFC,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,RTO,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,SOUTH,0.000
11/22/2025 9:00:00 PM,11/22/2025 4:00:00 PM,WEST,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,MIDATL,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,OTHER,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,RFC,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,RTO,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,SOUTH,0.000
11/22/2025 8:00:00 PM,11/22/2025 3:00:00 PM,WEST,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,MIDATL,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,OTHER,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,RFC,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,RTO,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,SOUTH,0.000
11/22/2025 7:00:00 PM,11/22/2025 2:00:00 PM,WEST,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,MIDATL,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,OTHER,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,RFC,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,RTO,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,SOUTH,0.000
11/22/2025 6:00:00 PM,11/22/2025 1:00:00 PM,WEST,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,MIDATL,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,OTHER,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,RFC,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,RTO,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,SOUTH,0.000
11/22/2025 5:00:00 PM,11/22/2025 12:00:00 PM,WEST,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,MIDATL,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,OTHER,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,RFC,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,RTO,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,SOUTH,0.000
11/22/2025 4:00:00 PM,11/22/2025 11:00:00 AM,WEST,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,MIDATL,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,OTHER,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,RFC,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,RTO,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,SOUTH,0.000
11/22/2025 3:00:00 PM,11/22/2025 10:00:00 AM,WEST,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,MIDATL,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,OTHER,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,RFC,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,RTO,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,SOUTH,0.000
11/22/2025 2:00:00 PM,11/22/2025 9:00:00 AM,WEST,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,MIDATL,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,OTHER,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,RFC,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,RTO,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,SOUTH,0.000
11/22/2025 1:00:00 PM,11/22/2025 8:00:00 AM,WEST,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,MIDATL,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,OTHER,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,RFC,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,RTO,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,SOUTH,0.000
11/22/2025 12:00:00 PM,11/22/2025 7:00:00 AM,WEST,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,MIDATL,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,OTHER,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,RFC,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,RTO,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,SOUTH,0.000
11/22/2025 11:00:00 AM,11/22/2025 6:00:00 AM,WEST,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,MIDATL,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,OTHER,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,SOUTH,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,WEST,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,RTO,0.000
11/22/2025 10:00:00 AM,11/22/2025 5:00:00 AM,RFC,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,MIDATL,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,OTHER,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,SOUTH,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,WEST,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,RTO,0.000
11/22/2025 9:00:00 AM,11/22/2025 4:00:00 AM,RFC,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,MIDATL,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,OTHER,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,SOUTH,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,WEST,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,RTO,0.000
11/22/2025 8:00:00 AM,11/22/2025 3:00:00 AM,RFC,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,MIDATL,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,OTHER,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,SOUTH,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,WEST,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,RTO,0.000
11/22/2025 7:00:00 AM,11/22/2025 2:00:00 AM,RFC,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,MIDATL,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,OTHER,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,SOUTH,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,WEST,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,RTO,0.000
11/22/2025 6:00:00 AM,11/22/2025 1:00:00 AM,RFC,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,MIDATL,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,OTHER,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,SOUTH,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,WEST,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,RTO,0.000
11/22/2025 5:00:00 AM,11/22/2025 12:00:00 AM,RFC,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,MIDATL,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,OTHER,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,SOUTH,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,WEST,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,RTO,0.000
11/22/2025 4:00:00 AM,11/21/2025 11:00:00 PM,RFC,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,MIDATL,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,OTHER,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,SOUTH,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,WEST,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,RTO,0.000
11/22/2025 3:00:00 AM,11/21/2025 10:00:00 PM,RFC,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,MIDATL,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,OTHER,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,SOUTH,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,WEST,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,RTO,0.000
11/22/2025 2:00:00 AM,11/21/2025 9:00:00 PM,RFC,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,MIDATL,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,OTHER,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,SOUTH,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,WEST,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,RTO,0.000
11/22/2025 1:00:00 AM,11/21/2025 8:00:00 PM,RFC,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,MIDATL,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,OTHER,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,SOUTH,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,WEST,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,RTO,0.000
11/22/2025 12:00:00 AM,11/21/2025 7:00:00 PM,RFC,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,MIDATL,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,OTHER,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,SOUTH,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,WEST,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,RTO,0.000
11/21/2025 11:00:00 PM,11/21/2025 6:00:00 PM,RFC,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,MIDATL,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,OTHER,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,SOUTH,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,WEST,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,RTO,0.000
11/21/2025 10:00:00 PM,11/21/2025 5:00:00 PM,RFC,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,MIDATL,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,OTHER,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,SOUTH,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,WEST,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,RTO,0.000
11/21/2025 9:00:00 PM,11/21/2025 4:00:00 PM,RFC,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,MIDATL,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,OTHER,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,SOUTH,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,WEST,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,RTO,0.000
11/21/2025 8:00:00 PM,11/21/2025 3:00:00 PM,RFC,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,MIDATL,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,OTHER,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,SOUTH,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,WEST,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,RTO,0.000
11/21/2025 7:00:00 PM,11/21/2025 2:00:00 PM,RFC,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,MIDATL,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,OTHER,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,SOUTH,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,WEST,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,RTO,0.000
11/21/2025 6:00:00 PM,11/21/2025 1:00:00 PM,RFC,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,MIDATL,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,OTHER,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,SOUTH,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,WEST,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,RTO,0.000
11/21/2025 5:00:00 PM,11/21/2025 12:00:00 PM,RFC,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,MIDATL,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,OTHER,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,SOUTH,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,WEST,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,RTO,0.000
11/21/2025 4:00:00 PM,11/21/2025 11:00:00 AM,RFC,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,MIDATL,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,OTHER,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,SOUTH,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,WEST,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,RTO,0.000
11/21/2025 3:00:00 PM,11/21/2025 10:00:00 AM,RFC,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,MIDATL,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,OTHER,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,SOUTH,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,WEST,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,RTO,0.000
11/21/2025 2:00:00 PM,11/21/2025 9:00:00 AM,RFC,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,MIDATL,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,OTHER,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,SOUTH,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,WEST,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,RTO,0.000
11/21/2025 1:00:00 PM,11/21/2025 8:00:00 AM,RFC,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,MIDATL,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,OTHER,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,SOUTH,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,WEST,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,RTO,0.000
11/21/2025 12:00:00 PM,11/21/2025 7:00:00 AM,RFC,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,MIDATL,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,OTHER,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,SOUTH,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,WEST,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,RTO,0.000
11/21/2025 11:00:00 AM,11/21/2025 6:00:00 AM,RFC,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,MIDATL,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,OTHER,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,SOUTH,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,WEST,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,RTO,0.000
11/21/2025 10:00:00 AM,11/21/2025 5:00:00 AM,RFC,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,MIDATL,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,OTHER,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,SOUTH,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,WEST,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,RTO,0.000
11/21/2025 9:00:00 AM,11/21/2025 4:00:00 AM,RFC,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,MIDATL,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,OTHER,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,SOUTH,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,WEST,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,RTO,0.000
11/21/2025 8:00:00 AM,11/21/2025 3:00:00 AM,RFC,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,MIDATL,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,OTHER,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,SOUTH,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,WEST,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,RTO,0.000
11/21/2025 7:00:00 AM,11/21/2025 2:00:00 AM,RFC,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,MIDATL,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,OTHER,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,SOUTH,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,WEST,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,RTO,0.000
11/21/2025 6:00:00 AM,11/21/2025 1:00:00 AM,RFC,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,MIDATL,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,OTHER,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,SOUTH,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,WEST,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,RTO,0.000
11/21/2025 5:00:00 AM,11/21/2025 12:00:00 AM,RFC,0.000
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,MIDATL,-2.617
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,OTHER,-0.171
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,SOUTH,-6.165
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,WEST,-5.834
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,RTO,-14.616
11/21/2025 4:00:00 AM,11/20/2025 11:00:00 PM,RFC,-8.451
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,MIDATL,-2.579
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,OTHER,-0.173
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,SOUTH,-6.467
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,WEST,-5.860
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,RTO,-14.906
11/21/2025 3:00:00 AM,11/20/2025 10:00:00 PM,RFC,-8.439
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,MIDATL,-3.553
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,OTHER,-0.171
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,SOUTH,-6.418
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,WEST,-4.847
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,RTO,-14.818
11/21/2025 2:00:00 AM,11/20/2025 9:00:00 PM,RFC,-8.400
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,MIDATL,-2.536
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,OTHER,-0.170
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,SOUTH,-6.231
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,WEST,-5.856
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,RTO,-14.623
11/21/2025 1:00:00 AM,11/20/2025 8:00:00 PM,RFC,-8.392
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,MIDATL,-2.564
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,OTHER,-0.170
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,SOUTH,-6.215
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,WEST,-5.844
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,RTO,-14.623
11/21/2025 12:00:00 AM,11/20/2025 7:00:00 PM,RFC,-8.408
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,MIDATL,-2.549
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,OTHER,-0.168
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,SOUTH,-6.256
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,WEST,-5.842
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,RTO,-14.647
11/20/2025 11:00:00 PM,11/20/2025 6:00:00 PM,RFC,-8.391
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,MIDATL,-2.745
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,OTHER,-0.051
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,SOUTH,-7.673
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,WEST,-5.482
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,RTO,-15.900
11/20/2025 10:00:00 PM,11/20/2025 5:00:00 PM,RFC,-8.227
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,MIDATL,10.078
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,OTHER,7.441
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,SOUTH,124.459
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,WEST,90.370
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,RTO,224.907
11/20/2025 9:00:00 PM,11/20/2025 4:00:00 PM,RFC,100.448
11/20/2025 8:00:00 PM,11/20/2025 3:00:00 PM,MIDATL,134.621
11/20/2025 8:00:00 PM,11/20/2025 3:00:00 PM,OTHER,15.093
11/20/2025 8:00:00 PM,11/20/2025 3:00:00 PM,SOUTH,669.994
11/20/2025 8:00:00 PM,11/20/2025 3:00:00 PM,WEST,312.860
